Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
💜💜💜💜💜,:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,purple_heartpurple_heartpurple_heartpurple_heartpurple_heart,['purple_heartpurple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heartpurple_heart'],purple_heartpurple_heartpurple_heartpurple_heartpurple_heart
@mah_freitas também não @nubank,@mah_freitas também não @nubank,mah_freitas também não nubank,"['mah_freitas', 'também', 'não', 'nubank']","['mah_freitas', 'nubank']","['mah_freit', 'nubank']",mah_freit nubank
"@carlosrodrigues2105 
A notícia de que o Nubank vai fechar no Brasil é falsa. O Nubank não vai fechar no Brasil./ Copiei do Google essa informação sobre o nubank @nubank","@carlosrodrigues2105 
A notícia de que o Nubank vai fechar no Brasil é falsa. O Nubank não vai fechar no Brasil./ Copiei do Google essa informação sobre o nubank @nubank",carlosrodrigues2105 notícia que nubank vai fechar brasil falsa nubank não vai fechar brasil copiei google essa informação sobre nubank nubank,"['carlosrodrigues2105', 'notícia', 'que', 'nubank', 'vai', 'fechar', 'brasil', 'falsa', 'nubank', 'não', 'vai', 'fechar', 'brasil', 'copiei', 'google', 'essa', 'informação', 'sobre', 'nubank', 'nubank']","['carlosrodrigues2105', 'notícia', 'nubank', 'vai', 'fechar', 'brasil', 'falsa', 'nubank', 'vai', 'fechar', 'brasil', 'copiei', 'google', 'informação', 'sobre', 'nubank', 'nubank']","['carlosrodrigues2105', 'notíc', 'nubank', 'vai', 'fech', 'brasil', 'fals', 'nubank', 'vai', 'fech', 'brasil', 'copi', 'googl', 'inform', 'sobr', 'nubank', 'nubank']",carlosrodrigues2105 notíc nubank vai fech brasil fals nubank vai fech brasil copi googl inform sobr nubank nubank
@carlosrodrigues2105 mais porque circula essa informação??,@carlosrodrigues2105 mais porque circula essa informação??,carlosrodrigues2105 mais porque circula essa informação,"['carlosrodrigues2105', 'mais', 'porque', 'circula', 'essa', 'informação']","['carlosrodrigues2105', 'porque', 'circula', 'informação']","['carlosrodrigues2105', 'porqu', 'circul', 'inform']",carlosrodrigues2105 porqu circul inform
"@jakeline_alvees eu perdi totalmente a confiança nesse banco, de uma hora para outra alteraram meu limite, simplesmente mandaram um e-mail informando que foi alterado, não foi dizendo que tal dia seria feito isto. Um total desrespeito com cliente de vários anos. Não pode confiar num banco que age dessa forma, não há como se sentir seguro, e lendo o que ocorreu contigo, pior me sinto.","@jakeline_alvees eu perdi totalmente a confiança nesse banco, de uma hora para outra alteraram meu limite, simplesmente mandaram um e-mail informando que foi alterado, não foi dizendo que tal dia seria feito isto. Um total desrespeito com cliente de vários anos. Não pode confiar num banco que age dessa forma, não há como se sentir seguro, e lendo o que ocorreu contigo, pior me sinto.",jakeline_alvees perdi totalmente confiança nesse banco uma hora para outra alteraram meu limite simplesmente mandaram email informando que foi alterado não foi dizendo que tal dia seria feito isto total desrespeito com cliente vários anos não pode confiar num banco que age dessa forma não como sentir seguro lendo que ocorreu contigo pior sinto,"['jakeline_alvees', 'perdi', 'totalmente', 'confiança', 'nesse', 'banco', 'uma', 'hora', 'para', 'outra', 'alteraram', 'meu', 'limite', 'simplesmente', 'mandaram', 'email', 'informando', 'que', 'foi', 'alterado', 'não', 'foi', 'dizendo', 'que', 'tal', 'dia', 'seria', 'feito', 'isto', 'total', 'desrespeito', 'com', 'cliente', 'vários', 'anos', 'não', 'pode', 'confiar', 'num', 'banco', 'que', 'age', 'dessa', 'forma', 'não', 'como', 'sentir', 'seguro', 'lendo', 'que', 'ocorreu', 'contigo', 'pior', 'sinto']","['jakeline_alvees', 'perdi', 'totalmente', 'confiança', 'nesse', 'banco', 'hora', 'outra', 'alteraram', 'limite', 'simplesmente', 'mandaram', 'email', 'informando', 'alterado', 'dizendo', 'tal', 'dia', 'feito', 'total', 'desrespeito', 'cliente', 'vários', 'anos', 'pode', 'confiar', 'banco', 'age', 'dessa', 'forma', 'sentir', 'seguro', 'lendo', 'ocorreu', 'contigo', 'pior', 'sinto']","['jakeline_alve', 'perd', 'total', 'confianç', 'ness', 'banc', 'hor', 'outr', 'alter', 'limit', 'simples', 'mand', 'email', 'inform', 'alter', 'diz', 'tal', 'dia', 'feit', 'total', 'desrespeit', 'client', 'vári', 'ano', 'pod', 'confi', 'banc', 'age', 'dess', 'form', 'sent', 'segur', 'lend', 'ocorr', 'contig', 'pi', 'sint']",jakeline_alve perd total confianç ness banc hor outr alter limit simples mand email inform alter diz tal dia feit total desrespeit client vári ano pod confi banc age dess form sent segur lend ocorr contig pi sint
O Nubank vai mudar seu nome para NU depois da notícia do Banco Central??????????,O Nubank vai mudar seu nome para NU depois da notícia do Banco Central??????????,nubank vai mudar seu nome para depois notícia banco central,"['nubank', 'vai', 'mudar', 'seu', 'nome', 'para', 'depois', 'notícia', 'banco', 'central']","['nubank', 'vai', 'mudar', 'nome', 'notícia', 'banco', 'central']","['nubank', 'vai', 'mud', 'nom', 'notíc', 'banc', 'centr']",nubank vai mud nom notíc banc centr
Absurdo o descaso de vocês com o cliente! Fui roubada a mão armada e usaram meu cartão virtual mesmo depois de ser bloqueado e agora o nubank finalizou a disputa de pagamento e não quer devolver o valor que foi pago em transação de débito. PIOR BANCO DO MUNDO!,Absurdo o descaso de vocês com o cliente! Fui roubada a mão armada e usaram meu cartão virtual mesmo depois de ser bloqueado e agora o nubank finalizou a disputa de pagamento e não quer devolver o valor que foi pago em transação de débito. PIOR BANCO DO MUNDO!,absurdo descaso vocês com cliente fui roubada mão armada usaram meu cartão virtual mesmo depois ser bloqueado agora nubank finalizou disputa pagamento não quer devolver valor que foi pago transação débito pior banco mundo,"['absurdo', 'descaso', 'vocês', 'com', 'cliente', 'fui', 'roubada', 'mão', 'armada', 'usaram', 'meu', 'cartão', 'virtual', 'mesmo', 'depois', 'ser', 'bloqueado', 'agora', 'nubank', 'finalizou', 'disputa', 'pagamento', 'não', 'quer', 'devolver', 'valor', 'que', 'foi', 'pago', 'transação', 'débito', 'pior', 'banco', 'mundo']","['absurdo', 'descaso', 'cliente', 'roubada', 'mão', 'armada', 'usaram', 'cartão', 'virtual', 'bloqueado', 'agora', 'nubank', 'finalizou', 'disputa', 'pagamento', 'quer', 'devolver', 'valor', 'pago', 'transação', 'débito', 'pior', 'banco', 'mundo']","['absurd', 'descas', 'client', 'roub', 'mão', 'arm', 'us', 'cart', 'virtual', 'bloque', 'agor', 'nubank', 'finaliz', 'disput', 'pag', 'qu', 'devolv', 'val', 'pag', 'trans', 'débit', 'pi', 'banc', 'mund']",absurd descas client roub mão arm us cart virtual bloque agor nubank finaliz disput pag qu devolv val pag trans débit pi banc mund
"Nubank,é um banco,visa o lucro como tudo,e todas as empresas...porém,se não fosse pelo Nubank,não conseguiria ter uma vida financeira um pouco mais confortável,hoje estou negativado,pq tive problemas,tive um quadro de depressão passageiro,que acabou me destruindo financeiramente,mas graças ao Nubank,tô conseguindo aos poucos,volta ao normal!","Nubank,é um banco,visa o lucro como tudo,e todas as empresas...porém,se não fosse pelo Nubank,não conseguiria ter uma vida financeira um pouco mais confortável,hoje estou negativado,pq tive problemas,tive um quadro de depressão passageiro,que acabou me destruindo financeiramente,mas graças ao Nubank,tô conseguindo aos poucos,volta ao normal!",nubanké bancovisa lucro como tudoe todas empresasporémse não fosse pelo nubanknão conseguiria ter uma vida financeira pouco mais confortávelhoje estou negativadopq tive problemastive quadro depressão passageiroque acabou destruindo financeiramentemas graças nubanktô conseguindo aos poucosvolta normal,"['nubanké', 'bancovisa', 'lucro', 'como', 'tudoe', 'todas', 'empresasporémse', 'não', 'fosse', 'pelo', 'nubanknão', 'conseguiria', 'ter', 'uma', 'vida', 'financeira', 'pouco', 'mais', 'confortávelhoje', 'estou', 'negativadopq', 'tive', 'problemastive', 'quadro', 'depressão', 'passageiroque', 'acabou', 'destruindo', 'financeiramentemas', 'graças', 'nubanktô', 'conseguindo', 'aos', 'poucosvolta', 'normal']","['nubanké', 'bancovisa', 'lucro', 'tudoe', 'todas', 'empresasporémse', 'nubanknão', 'conseguiria', 'ter', 'vida', 'financeira', 'pouco', 'confortávelhoje', 'negativadopq', 'problemastive', 'quadro', 'depressão', 'passageiroque', 'acabou', 'destruindo', 'financeiramentemas', 'graças', 'nubanktô', 'conseguindo', 'poucosvolta', 'normal']","['nubanké', 'bancovis', 'lucr', 'tudo', 'tod', 'empresasporéms', 'nubankn', 'consegu', 'ter', 'vid', 'financ', 'pouc', 'confortávelhoj', 'negativadopq', 'problemastiv', 'quadr', 'depress', 'passageiroqu', 'acab', 'destru', 'financeiramentem', 'graç', 'nubanktô', 'consegu', 'poucosvolt', 'norm']",nubanké bancovis lucr tudo tod empresasporéms nubankn consegu ter vid financ pouc confortávelhoj negativadopq problemastiv quadr depress passageiroqu acab destru financeiramentem graç nubanktô consegu poucosvolt norm
"@euadrian23 Olha os comentários e não confie seu dinheiro com eles. Era cliente desde 2021 e fui lesada pelo próprio Nubank em mais de 21mil que sumiu do saldo separado, até hoje não resolveram","@euadrian23 Olha os comentários e não confie seu dinheiro com eles. Era cliente desde 2021 e fui lesada pelo próprio Nubank em mais de 21mil que sumiu do saldo separado, até hoje não resolveram",euadrian23 olha comentários não confie seu dinheiro com eles era cliente desde 2021 fui lesada pelo próprio nubank mais 21mil que sumiu saldo separado até hoje não resolveram,"['euadrian23', 'olha', 'comentários', 'não', 'confie', 'seu', 'dinheiro', 'com', 'eles', 'era', 'cliente', 'desde', '2021', 'fui', 'lesada', 'pelo', 'próprio', 'nubank', 'mais', '21mil', 'que', 'sumiu', 'saldo', 'separado', 'até', 'hoje', 'não', 'resolveram']","['euadrian23', 'olha', 'comentários', 'confie', 'dinheiro', 'cliente', 'desde', '2021', 'lesada', 'próprio', 'nubank', '21mil', 'sumiu', 'saldo', 'separado', 'hoje', 'resolveram']","['euadrian23', 'olh', 'coment', 'confi', 'dinh', 'client', 'desd', '2021', 'les', 'própri', 'nubank', '21mil', 'sum', 'sald', 'separ', 'hoj', 'resolv']",euadrian23 olh coment confi dinh client desd 2021 les própri nubank 21mil sum sald separ hoj resolv
"@nubank posso sim, já respondi. Agradeço pelo retorno.","@nubank posso sim, já respondi. Agradeço pelo retorno.",nubank posso sim respondi agradeço pelo retorno,"['nubank', 'posso', 'sim', 'respondi', 'agradeço', 'pelo', 'retorno']","['nubank', 'posso', 'sim', 'respondi', 'agradeço', 'retorno']","['nubank', 'poss', 'sim', 'respond', 'agradeç', 'retorn']",nubank poss sim respond agradeç retorn
Comecei a ver meu dinheiro de outro jeito quando parei de depender só das ferramentas dos bancos…,Comecei a ver meu dinheiro de outro jeito quando parei de depender só das ferramentas dos bancos…,comecei ver meu dinheiro outro jeito quando parei depender das ferramentas dos bancos,"['comecei', 'ver', 'meu', 'dinheiro', 'outro', 'jeito', 'quando', 'parei', 'depender', 'das', 'ferramentas', 'dos', 'bancos']","['comecei', 'ver', 'dinheiro', 'outro', 'jeito', 'parei', 'depender', 'ferramentas', 'bancos']","['comec', 'ver', 'dinh', 'outr', 'jeit', 'par', 'depend', 'ferrament', 'banc']",comec ver dinh outr jeit par depend ferrament banc
E vdd que o nunbek vai fecha as portas no Brasil?,E vdd que o nunbek vai fecha as portas no Brasil?,vdd que nunbek vai fecha portas brasil,"['vdd', 'que', 'nunbek', 'vai', 'fecha', 'portas', 'brasil']","['vdd', 'nunbek', 'vai', 'fecha', 'portas', 'brasil']","['vdd', 'nunbek', 'vai', 'fech', 'port', 'brasil']",vdd nunbek vai fech port brasil
💜💜💜💜,:purple_heart::purple_heart::purple_heart::purple_heart:,purple_heartpurple_heartpurple_heartpurple_heart,['purple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heart'],['purple_heartpurple_heartpurple_heartpurple_heart'],purple_heartpurple_heartpurple_heartpurple_heart
"@dixseupedro estou a 3 dias entrando em contato com eles, queredo saber oq aconteceu e como faco pra esta pegando meu dinheiro que eles cancelaram ! e até hj nada de uma resposta, nem desbloqueio!","@dixseupedro estou a 3 dias entrando em contato com eles, queredo saber oq aconteceu e como faco pra esta pegando meu dinheiro que eles cancelaram ! e até hj nada de uma resposta, nem desbloqueio!",dixseupedro estou dias entrando contato com eles queredo saber aconteceu como faco pra esta pegando meu dinheiro que eles cancelaram até nada uma resposta nem desbloqueio,"['dixseupedro', 'estou', 'dias', 'entrando', 'contato', 'com', 'eles', 'queredo', 'saber', 'aconteceu', 'como', 'faco', 'pra', 'esta', 'pegando', 'meu', 'dinheiro', 'que', 'eles', 'cancelaram', 'até', 'nada', 'uma', 'resposta', 'nem', 'desbloqueio']","['dixseupedro', 'dias', 'entrando', 'contato', 'queredo', 'saber', 'aconteceu', 'faco', 'pra', 'pegando', 'dinheiro', 'cancelaram', 'nada', 'resposta', 'desbloqueio']","['dixseupedr', 'dia', 'entr', 'contat', 'quered', 'sab', 'acontec', 'fac', 'pra', 'peg', 'dinh', 'cancel', 'nad', 'respost', 'desbloquei']",dixseupedr dia entr contat quered sab acontec fac pra peg dinh cancel nad respost desbloquei
"falaram pra mim esperar um email, mais não me mandaram nada até o momento","falaram pra mim esperar um email, mais não me mandaram nada até o momento",falaram pra mim esperar email mais não mandaram nada até momento,"['falaram', 'pra', 'mim', 'esperar', 'email', 'mais', 'não', 'mandaram', 'nada', 'até', 'momento']","['falaram', 'pra', 'mim', 'esperar', 'email', 'mandaram', 'nada', 'momento']","['fal', 'pra', 'mim', 'esper', 'email', 'mand', 'nad', 'moment']",fal pra mim esper email mand nad moment
"@jakeline_alvees eles não irão reativar sua conta nunca mais, mas seu dinheiro eles devolvem","@jakeline_alvees eles não irão reativar sua conta nunca mais, mas seu dinheiro eles devolvem",jakeline_alvees eles não irão reativar sua conta nunca mais mas seu dinheiro eles devolvem,"['jakeline_alvees', 'eles', 'não', 'irão', 'reativar', 'sua', 'conta', 'nunca', 'mais', 'mas', 'seu', 'dinheiro', 'eles', 'devolvem']","['jakeline_alvees', 'irão', 'reativar', 'conta', 'nunca', 'dinheiro', 'devolvem']","['jakeline_alve', 'irã', 'reativ', 'cont', 'nunc', 'dinh', 'devolv']",jakeline_alve irã reativ cont nunc dinh devolv
@dixseupedro eles cancelaram sem nenhum real motivo!,@dixseupedro eles cancelaram sem nenhum real motivo!,dixseupedro eles cancelaram sem nenhum real motivo,"['dixseupedro', 'eles', 'cancelaram', 'sem', 'nenhum', 'real', 'motivo']","['dixseupedro', 'cancelaram', 'nenhum', 'real', 'motivo']","['dixseupedr', 'cancel', 'nenhum', 'real', 'motiv']",dixseupedr cancel nenhum real motiv
"@jakeline_alvees a minha também, faz 3 anos 😂","@jakeline_alvees a minha também, faz 3 anos :face_with_tears_of_joy:",jakeline_alvees minha também faz anos face_with_tears_of_joy,"['jakeline_alvees', 'minha', 'também', 'faz', 'anos', 'face_with_tears_of_joy']","['jakeline_alvees', 'faz', 'anos', 'face_with_tears_of_joy']","['jakeline_alve', 'faz', 'ano', 'face_with_tears_of_joy']",jakeline_alve faz ano face_with_tears_of_joy
Esse banco cancela sem NENHUMA JUSTIFICATIVA.,Esse banco cancela sem NENHUMA JUSTIFICATIVA.,esse banco cancela sem nenhuma justificativa,"['esse', 'banco', 'cancela', 'sem', 'nenhuma', 'justificativa']","['banco', 'cancela', 'nenhuma', 'justificativa']","['banc', 'cancel', 'nenhum', 'justific']",banc cancel nenhum justific
"Consegui, no meu caso eles cancelaram minha conta","Consegui, no meu caso eles cancelaram minha conta",consegui meu caso eles cancelaram minha conta,"['consegui', 'meu', 'caso', 'eles', 'cancelaram', 'minha', 'conta']","['consegui', 'caso', 'cancelaram', 'conta']","['consegu', 'cas', 'cancel', 'cont']",consegu cas cancel cont
"@jakeline_alvees cancelaram minha conta dia 28 e mandei os dados de outra conta dia 29 e hoje dia 6 mandaram o dinheiro pra conta, você precisa mandar os dados da conta por email.","@jakeline_alvees cancelaram minha conta dia 28 e mandei os dados de outra conta dia 29 e hoje dia 6 mandaram o dinheiro pra conta, você precisa mandar os dados da conta por email.",jakeline_alvees cancelaram minha conta dia mandei dados outra conta dia hoje dia mandaram dinheiro pra conta você precisa mandar dados conta por email,"['jakeline_alvees', 'cancelaram', 'minha', 'conta', 'dia', 'mandei', 'dados', 'outra', 'conta', 'dia', 'hoje', 'dia', 'mandaram', 'dinheiro', 'pra', 'conta', 'você', 'precisa', 'mandar', 'dados', 'conta', 'por', 'email']","['jakeline_alvees', 'cancelaram', 'conta', 'dia', 'mandei', 'dados', 'outra', 'conta', 'dia', 'hoje', 'dia', 'mandaram', 'dinheiro', 'pra', 'conta', 'precisa', 'mandar', 'dados', 'conta', 'email']","['jakeline_alve', 'cancel', 'cont', 'dia', 'mand', 'dad', 'outr', 'cont', 'dia', 'hoj', 'dia', 'mand', 'dinh', 'pra', 'cont', 'precis', 'mand', 'dad', 'cont', 'email']",jakeline_alve cancel cont dia mand dad outr cont dia hoj dia mand dinh pra cont precis mand dad cont email
Show Parabéns 🎊 Guerreiros Pelo seu trabalho Show Show Show Show 💜💜💜💜💜💜💜,Show Parabéns :confetti_ball: Guerreiros Pelo seu trabalho Show Show Show Show :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,show parabéns confetti_ball guerreiros pelo seu trabalho show show show show purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,"['show', 'parabéns', 'confetti_ball', 'guerreiros', 'pelo', 'seu', 'trabalho', 'show', 'show', 'show', 'show', 'purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']","['show', 'parabéns', 'confetti_ball', 'guerreiros', 'trabalho', 'show', 'show', 'show', 'show', 'purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']","['show', 'parabém', 'confetti_ball', 'guerr', 'trabalh', 'show', 'show', 'show', 'show', 'purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart']",show parabém confetti_ball guerr trabalh show show show show purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart
