Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
Uma linda mulher !!!,Uma linda mulher !!!,uma linda mulher ,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Café ☕ na garrafa 🍶😍☕,Café :hot_beverage: na garrafa :sake::smiling_face_with_heart-eyes::hot_beverage:,café hot_beverage garrafa sakesmiling_face_with_hearteyeshot_beverage,"['café', 'hot_beverage', 'garrafa', 'sakesmiling_face_with_hearteyeshot_beverage']","['café', 'hot_beverage', 'garrafa', 'sakesmiling_face_with_hearteyeshot_beverage']","['café', 'hot_beverag', 'garraf', 'sakesmiling_face_with_hearteyeshot_beverag']",café hot_beverag garraf sakesmiling_face_with_hearteyeshot_beverag
O Leitor,O Leitor,leitor,['leitor'],['leitor'],['leit'],leit
Uma linda mulher😍😍,Uma linda mulher:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,uma linda mulhersmiling_face_with_hearteyessmiling_face_with_hearteyes,"['uma', 'linda', 'mulhersmiling_face_with_hearteyessmiling_face_with_hearteyes']","['linda', 'mulhersmiling_face_with_hearteyessmiling_face_with_hearteyes']","['lind', 'mulhersmiling_face_with_hearteyessmiling_face_with_heartey']",lind mulhersmiling_face_with_hearteyessmiling_face_with_heartey
Cadê o pix hein nubank?,Cadê o pix hein nubank?,cadê pix hein nubank,"['cadê', 'pix', 'hein', 'nubank']","['cadê', 'pix', 'hein', 'nubank']","['cad', 'pix', 'hein', 'nubank']",cad pix hein nubank
"Se beber, não Case 1 😜","Se beber, não Case 1 :winking_face_with_tongue:",beber não case winking_face_with_tongue,"['beber', 'não', 'case', 'winking_face_with_tongue']","['beber', 'case', 'winking_face_with_tongue']","['beb', 'cas', 'winking_face_with_tong']",beb cas winking_face_with_tong
Lua de Cristal,Lua de Cristal,lua cristal,"['lua', 'cristal']","['lua', 'cristal']","['lua', 'crist']",lua crist
"Cars 1,cars2,cars3,ben10 corrida contra o tempo,ben10 invasão alienígena,ben10 destruição alienígena,scooby-doo o filme.","Cars 1,cars2,cars3,ben10 corrida contra o tempo,ben10 invasão alienígena,ben10 destruição alienígena,scooby-doo o filme.",cars 1cars2cars3ben10 corrida contra tempoben10 invasão alienígenaben10 destruição alienígenascoobydoo filme,"['cars', '1cars2cars3ben10', 'corrida', 'contra', 'tempoben10', 'invasão', 'alienígenaben10', 'destruição', 'alienígenascoobydoo', 'filme']","['cars', '1cars2cars3ben10', 'corrida', 'contra', 'tempoben10', 'invasão', 'alienígenaben10', 'destruição', 'alienígenascoobydoo', 'filme']","['car', '1cars2cars3ben10', 'corr', 'contr', 'tempoben10', 'invas', 'alienígenaben10', 'destru', 'alienígenascoobydo', 'film']",car 1cars2cars3ben10 corr contr tempoben10 invas alienígenaben10 destru alienígenascoobydo film
Os farofeiros,Os farofeiros,farofeiros,['farofeiros'],['farofeiros'],['farof'],farof
Uma linda mulher.,Uma linda mulher.,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Uma linda mulher 🥰🥰🥰,Uma linda mulher :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,uma linda mulher smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts,"['uma', 'linda', 'mulher', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts']","['linda', 'mulher', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts']","['lind', 'mulh', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heart']",lind mulh smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heart
As branquelas,As branquelas,branquelas,['branquelas'],['branquelas'],['branquel'],branquel
Um amor pra recordar,Um amor pra recordar,amor pra recordar,"['amor', 'pra', 'recordar']","['amor', 'pra', 'recordar']","['am', 'pra', 'record']",am pra record
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Uma linda mulher 😍,Uma linda mulher :smiling_face_with_heart-eyes:,uma linda mulher smiling_face_with_hearteyes,"['uma', 'linda', 'mulher', 'smiling_face_with_hearteyes']","['linda', 'mulher', 'smiling_face_with_hearteyes']","['lind', 'mulh', 'smiling_face_with_heartey']",lind mulh smiling_face_with_heartey
Guarda costa,Guarda costa,guarda costa,"['guarda', 'costa']","['guarda', 'costa']","['guard', 'cost']",guard cost
Uma linda mulher 😍😍😍,Uma linda mulher :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,uma linda mulher smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,"['uma', 'linda', 'mulher', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes']","['linda', 'mulher', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes']","['lind', 'mulh', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey']",lind mulh smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey
@aline.camposcarrilho Lindos filmes,@aline.camposcarrilho Lindos filmes,alinecamposcarrilho lindos filmes,"['alinecamposcarrilho', 'lindos', 'filmes']","['alinecamposcarrilho', 'lindos', 'filmes']","['alinecamposcarrilh', 'lind', 'film']",alinecamposcarrilh lind film
Um olhar no Paraíso,Um olhar no Paraíso,olhar paraíso,"['olhar', 'paraíso']","['olhar', 'paraíso']","['olh', 'paraís']",olh paraís
O Rei eterno,O Rei eterno,rei eterno,"['rei', 'eterno']","['rei', 'eterno']","['rei', 'etern']",rei etern
ORei de porcelana,ORei de porcelana,orei porcelana,"['orei', 'porcelana']","['orei', 'porcelana']","['ore', 'porcel']",ore porcel
Um olhar para o paraíso.,Um olhar para o paraíso.,olhar para paraíso,"['olhar', 'para', 'paraíso']","['olhar', 'paraíso']","['olh', 'paraís']",olh paraís
A Noviça Rebelde,A Noviça Rebelde,noviça rebelde,"['noviça', 'rebelde']","['noviça', 'rebelde']","['noviç', 'rebeld']",noviç rebeld
E o Vento levou,E o Vento levou,vento levou,"['vento', 'levou']","['vento', 'levou']","['vent', 'lev']",vent lev
Uma linda mulher ❤️,Uma linda mulher :red_heart:,uma linda mulher red_heart,"['uma', 'linda', 'mulher', 'red_heart']","['linda', 'mulher', 'red_heart']","['lind', 'mulh', 'red_heart']",lind mulh red_heart
Memórias de uma gueixa,Memórias de uma gueixa,memórias uma gueixa,"['memórias', 'uma', 'gueixa']","['memórias', 'gueixa']","['memór', 'gueix']",memór gueix
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Sempre ao seu lado,Sempre ao seu lado,sempre seu lado,"['sempre', 'seu', 'lado']","['sempre', 'lado']","['sempr', 'lad']",sempr lad
O pequeno príncipe,O pequeno príncipe,pequeno príncipe,"['pequeno', 'príncipe']","['pequeno', 'príncipe']","['pequen', 'príncip']",pequen príncip
"A espera de um milagre, nunca chorei tanto.","A espera de um milagre, nunca chorei tanto.",espera milagre nunca chorei tanto,"['espera', 'milagre', 'nunca', 'chorei', 'tanto']","['espera', 'milagre', 'nunca', 'chorei', 'tanto']","['esper', 'milagr', 'nunc', 'chor', 'tant']",esper milagr nunc chor tant
A espera de um Milagre 🙌,A espera de um Milagre :raising_hands:,espera milagre raising_hands,"['espera', 'milagre', 'raising_hands']","['espera', 'milagre', 'raising_hands']","['esper', 'milagr', 'raising_hand']",esper milagr raising_hand
A Cabana ❤️,A Cabana :red_heart:,cabana red_heart,"['cabana', 'red_heart']","['cabana', 'red_heart']","['caban', 'red_heart']",caban red_heart
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Como estrelas na terra,Como estrelas na terra,como estrelas terra,"['como', 'estrelas', 'terra']","['estrelas', 'terra']","['estrel', 'terr']",estrel terr
Como eu era antes de vc 🥰🥰🥰🥰,Como eu era antes de vc :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,como era antes smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts,"['como', 'era', 'antes', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts']","['antes', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_hearts']","['ant', 'smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heart']",ant smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heart
Top Gun: Maverick,Top Gun: Maverick,top gun maverick,"['top', 'gun', 'maverick']","['top', 'gun', 'maverick']","['top', 'gun', 'maverick']",top gun maverick
@keniacarolina91ryYs,@keniacarolina91ryYs,keniacarolina91ryys,['keniacarolina91ryys'],['keniacarolina91ryys'],['keniacarolina91ryy'],keniacarolina91ryy
A cabana,A cabana,cabana,['cabana'],['cabana'],['caban'],caban
Sempre ao meu lado,Sempre ao meu lado,sempre meu lado,"['sempre', 'meu', 'lado']","['sempre', 'lado']","['sempr', 'lad']",sempr lad
Os Dez Mandamentos,Os Dez Mandamentos,dez mandamentos,"['dez', 'mandamentos']","['dez', 'mandamentos']","['dez', 'mand']",dez mand
Querido Jhon.🥰❤️,Querido Jhon.:smiling_face_with_hearts::red_heart:,querido jhonsmiling_face_with_heartsred_heart,"['querido', 'jhonsmiling_face_with_heartsred_heart']","['querido', 'jhonsmiling_face_with_heartsred_heart']","['quer', 'jhonsmiling_face_with_heartsred_heart']",quer jhonsmiling_face_with_heartsred_heart
O melhor amigo da noiva,O melhor amigo da noiva,melhor amigo noiva,"['melhor', 'amigo', 'noiva']","['melhor', 'amigo', 'noiva']","['melhor', 'amig', 'noiv']",melhor amig noiv
"Diário de uma paixão, quarto de guerra","Diário de uma paixão, quarto de guerra",diário uma paixão quarto guerra,"['diário', 'uma', 'paixão', 'quarto', 'guerra']","['diário', 'paixão', 'quarto', 'guerra']","['diári', 'paix', 'quart', 'guerr']",diári paix quart guerr
Kaio,Kaio,kaio,['kaio'],['kaio'],['kai'],kai
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
JESUS CRISTO É O CAMINHO A VERDADE E A VIDA! 👑🙏,JESUS CRISTO É O CAMINHO A VERDADE E A VIDA! :crown::folded_hands:,jesus cristo caminho verdade vida crownfolded_hands,"['jesus', 'cristo', 'caminho', 'verdade', 'vida', 'crownfolded_hands']","['jesus', 'cristo', 'caminho', 'verdade', 'vida', 'crownfolded_hands']","['jesu', 'crist', 'caminh', 'verdad', 'vid', 'crownfolded_hand']",jesu crist caminh verdad vid crownfolded_hand
Quarto de guerra🙌,Quarto de guerra:raising_hands:,quarto guerraraising_hands,"['quarto', 'guerraraising_hands']","['quarto', 'guerraraising_hands']","['quart', 'guerraraising_hand']",quart guerraraising_hand
X de semana,X de semana,semana,['semana'],['semana'],['seman'],seman
Como eu era antes de você 😍,Como eu era antes de você :smiling_face_with_heart-eyes:,como era antes você smiling_face_with_hearteyes,"['como', 'era', 'antes', 'você', 'smiling_face_with_hearteyes']","['antes', 'smiling_face_with_hearteyes']","['ant', 'smiling_face_with_heartey']",ant smiling_face_with_heartey
Ainda estou aqui,Ainda estou aqui,ainda estou aqui,"['ainda', 'estou', 'aqui']","['ainda', 'aqui']","['aind', 'aqu']",aind aqu
Auto da Compadecida 2,Auto da Compadecida 2,auto compadecida,"['auto', 'compadecida']","['auto', 'compadecida']","['aut', 'compadec']",aut compadec
@rosemeire318 até que enfim alguém colocou tudo de uma 🥰,@rosemeire318 até que enfim alguém colocou tudo de uma :smiling_face_with_hearts:,rosemeire318 até que enfim alguém colocou tudo uma smiling_face_with_hearts,"['rosemeire318', 'até', 'que', 'enfim', 'alguém', 'colocou', 'tudo', 'uma', 'smiling_face_with_hearts']","['rosemeire318', 'enfim', 'alguém', 'colocou', 'tudo', 'smiling_face_with_hearts']","['rosemeire318', 'enfim', 'alguém', 'coloc', 'tud', 'smiling_face_with_heart']",rosemeire318 enfim alguém coloc tud smiling_face_with_heart
Uma linda mulher 😍💜,Uma linda mulher :smiling_face_with_heart-eyes::purple_heart:,uma linda mulher smiling_face_with_hearteyespurple_heart,"['uma', 'linda', 'mulher', 'smiling_face_with_hearteyespurple_heart']","['linda', 'mulher', 'smiling_face_with_hearteyespurple_heart']","['lind', 'mulh', 'smiling_face_with_hearteyespurple_heart']",lind mulh smiling_face_with_hearteyespurple_heart
Livro de Eli,Livro de Eli,livro eli,"['livro', 'eli']","['livro', 'eli']","['livr', 'eli']",livr eli
"Ritmo quente,um amor pra recordar ❤️❤️","Ritmo quente,um amor pra recordar :red_heart::red_heart:",ritmo quenteum amor pra recordar red_heartred_heart,"['ritmo', 'quenteum', 'amor', 'pra', 'recordar', 'red_heartred_heart']","['ritmo', 'quenteum', 'amor', 'pra', 'recordar', 'red_heartred_heart']","['ritm', 'quenteum', 'am', 'pra', 'record', 'red_heartred_heart']",ritm quenteum am pra record red_heartred_heart
#GUMMO,#GUMMO,gummo,['gummo'],['gummo'],['gumm'],gumm
A cabana,A cabana,cabana,['cabana'],['cabana'],['caban'],caban
"Click, a procura de um milagre.","Click, a procura de um milagre.",click procura milagre,"['click', 'procura', 'milagre']","['click', 'procura', 'milagre']","['click', 'proc', 'milagr']",click proc milagr
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
"Gente o pq de tanta gente escolher mesmo filme, ele e bom mais tem muitos outros melhores ,ex Espera de um milagre.","Gente o pq de tanta gente escolher mesmo filme, ele e bom mais tem muitos outros melhores ,ex Espera de um milagre.",gente tanta gente escolher mesmo filme ele bom mais tem muitos outros melhores ex espera milagre,"['gente', 'tanta', 'gente', 'escolher', 'mesmo', 'filme', 'ele', 'bom', 'mais', 'tem', 'muitos', 'outros', 'melhores', 'ex', 'espera', 'milagre']","['gente', 'tanta', 'gente', 'escolher', 'filme', 'bom', 'muitos', 'outros', 'melhores', 'ex', 'espera', 'milagre']","['gent', 'tant', 'gent', 'escolh', 'film', 'bom', 'muit', 'outr', 'melhor', 'ex', 'esper', 'milagr']",gent tant gent escolh film bom muit outr melhor ex esper milagr
Som da liberdade 🗽,Som da liberdade :Statue_of_Liberty:,som liberdade statue_of_liberty,"['som', 'liberdade', 'statue_of_liberty']","['som', 'liberdade', 'statue_of_liberty']","['som', 'liberdad', 'statue_of_liberty']",som liberdad statue_of_liberty
Uma linda mulher 💜,Uma linda mulher :purple_heart:,uma linda mulher purple_heart,"['uma', 'linda', 'mulher', 'purple_heart']","['linda', 'mulher', 'purple_heart']","['lind', 'mulh', 'purple_heart']",lind mulh purple_heart
"Uma linda mulher, Um amor para recordar , Ghost, O milagre da fé  e tantos outros❤️","Uma linda mulher, Um amor para recordar , Ghost, O milagre da fé  e tantos outros:red_heart:",uma linda mulher amor para recordar ghost milagre tantos outrosred_heart,"['uma', 'linda', 'mulher', 'amor', 'para', 'recordar', 'ghost', 'milagre', 'tantos', 'outrosred_heart']","['linda', 'mulher', 'amor', 'recordar', 'ghost', 'milagre', 'tantos', 'outrosred_heart']","['lind', 'mulh', 'am', 'record', 'ghost', 'milagr', 'tant', 'outrosred_heart']",lind mulh am record ghost milagr tant outrosred_heart
Depois do Universo 😍,Depois do Universo :smiling_face_with_heart-eyes:,depois universo smiling_face_with_hearteyes,"['depois', 'universo', 'smiling_face_with_hearteyes']","['universo', 'smiling_face_with_hearteyes']","['univers', 'smiling_face_with_heartey']",univers smiling_face_with_heartey
Como eu era antes de você ❤️,Como eu era antes de você :red_heart:,como era antes você red_heart,"['como', 'era', 'antes', 'você', 'red_heart']","['antes', 'red_heart']","['ant', 'red_heart']",ant red_heart
Uma advogada extraordinária ❤️❤️❤️,Uma advogada extraordinária :red_heart::red_heart::red_heart:,uma advogada extraordinária red_heartred_heartred_heart,"['uma', 'advogada', 'extraordinária', 'red_heartred_heartred_heart']","['advogada', 'extraordinária', 'red_heartred_heartred_heart']","['advog', 'extraordinár', 'red_heartred_heartred_heart']",advog extraordinár red_heartred_heartred_heart
A Procura da Felicidade,A Procura da Felicidade,procura felicidade,"['procura', 'felicidade']","['procura', 'felicidade']","['proc', 'felic']",proc felic
Pouco limite - O filme 🤭,Pouco limite - O filme :face_with_hand_over_mouth:,pouco limite filme face_with_hand_over_mouth,"['pouco', 'limite', 'filme', 'face_with_hand_over_mouth']","['pouco', 'limite', 'filme', 'face_with_hand_over_mouth']","['pouc', 'limit', 'film', 'face_with_hand_over_mouth']",pouc limit film face_with_hand_over_mouth
Curtindo a vida adoidado.....🥂,Curtindo a vida adoidado.....:clinking_glasses:,curtindo vida adoidadoclinking_glasses,"['curtindo', 'vida', 'adoidadoclinking_glasses']","['curtindo', 'vida', 'adoidadoclinking_glasses']","['curt', 'vid', 'adoidadoclinking_gl']",curt vid adoidadoclinking_gl
Um amor pra recorda  e maravilhoso,Um amor pra recorda  e maravilhoso,amor pra recorda maravilhoso,"['amor', 'pra', 'recorda', 'maravilhoso']","['amor', 'pra', 'recorda', 'maravilhoso']","['am', 'pra', 'record', 'maravilh']",am pra record maravilh
Desgraça a o seu Dispor😂😍 Alquimia das Almas💜💜💜😍😍,Desgraça a o seu Dispor:face_with_tears_of_joy::smiling_face_with_heart-eyes: Alquimia das Almas:purple_heart::purple_heart::purple_heart::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,desgraça seu disporface_with_tears_of_joysmiling_face_with_hearteyes alquimia das almaspurple_heartpurple_heartpurple_heartsmiling_face_with_hearteyessmiling_face_with_hearteyes,"['desgraça', 'seu', 'disporface_with_tears_of_joysmiling_face_with_hearteyes', 'alquimia', 'das', 'almaspurple_heartpurple_heartpurple_heartsmiling_face_with_hearteyessmiling_face_with_hearteyes']","['desgraça', 'disporface_with_tears_of_joysmiling_face_with_hearteyes', 'alquimia', 'almaspurple_heartpurple_heartpurple_heartsmiling_face_with_hearteyessmiling_face_with_hearteyes']","['desgr', 'disporface_with_tears_of_joysmiling_face_with_heartey', 'alquim', 'almaspurple_heartpurple_heartpurple_heartsmiling_face_with_hearteyessmiling_face_with_heartey']",desgr disporface_with_tears_of_joysmiling_face_with_heartey alquim almaspurple_heartpurple_heartpurple_heartsmiling_face_with_hearteyessmiling_face_with_heartey
"Luta pela fé, a história do padre Stu, lindo filme me emocionei","Luta pela fé, a história do padre Stu, lindo filme me emocionei",luta pela fé história padre stu lindo filme emocionei,"['luta', 'pela', 'fé', 'história', 'padre', 'stu', 'lindo', 'filme', 'emocionei']","['luta', 'fé', 'história', 'padre', 'stu', 'lindo', 'filme', 'emocionei']","['lut', 'fé', 'histór', 'padr', 'stu', 'lind', 'film', 'emocion']",lut fé histór padr stu lind film emocion
UM AMOR PRA RECORDAR,UM AMOR PRA RECORDAR,amor pra recordar,"['amor', 'pra', 'recordar']","['amor', 'pra', 'recordar']","['am', 'pra', 'record']",am pra record
Beleza verdeira,Beleza verdeira,beleza verdeira,"['beleza', 'verdeira']","['beleza', 'verdeira']","['bel', 'verd']",bel verd
O livro de Eli,O livro de Eli,livro eli,"['livro', 'eli']","['livro', 'eli']","['livr', 'eli']",livr eli
Uma linda mulher.,Uma linda mulher.,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Um sonho possível,Um sonho possível,sonho possível,"['sonho', 'possível']","['sonho', 'possível']","['sonh', 'possível']",sonh possível
Estou endividada kkkk,Estou endividada kkkk,estou endividada kkkk,"['estou', 'endividada', 'kkkk']","['endividada', 'kkkk']","['endivid', 'kkkk']",endivid kkkk
Dirty Dance❤️,Dirty Dance:red_heart:,dirty dancered_heart,"['dirty', 'dancered_heart']","['dirty', 'dancered_heart']","['dirty', 'dancered_heart']",dirty dancered_heart
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Um amor  para Recordar 🥹,Um amor  para Recordar :face_holding_back_tears:,amor para recordar face_holding_back_tears,"['amor', 'para', 'recordar', 'face_holding_back_tears']","['amor', 'recordar', 'face_holding_back_tears']","['am', 'record', 'face_holding_back_t']",am record face_holding_back_t
Gigante de aço...,Gigante de aço...,gigante aço,"['gigante', 'aço']","['gigante', 'aço']","['gigant', 'aço']",gigant aço
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Prisão breyk,Prisão breyk,prisão breyk,"['prisão', 'breyk']","['prisão', 'breyk']","['pris', 'breyk']",pris breyk
As panteras,As panteras,panteras,['panteras'],['panteras'],['pant'],pant
Pra sempre ao seu lado,Pra sempre ao seu lado,pra sempre seu lado,"['pra', 'sempre', 'seu', 'lado']","['pra', 'sempre', 'lado']","['pra', 'sempr', 'lad']",pra sempr lad
Quarto de guerra,Quarto de guerra,quarto guerra,"['quarto', 'guerra']","['quarto', 'guerra']","['quart', 'guerr']",quart guerr
Uma linda mulher,Uma linda mulher,uma linda mulher,"['uma', 'linda', 'mulher']","['linda', 'mulher']","['lind', 'mulh']",lind mulh
Gladiador o primeiro filme,Gladiador o primeiro filme,gladiador primeiro filme,"['gladiador', 'primeiro', 'filme']","['gladiador', 'primeiro', 'filme']","['gladi', 'prim', 'film']",gladi prim film
💜💜,:purple_heart::purple_heart:,purple_heartpurple_heart,['purple_heartpurple_heart'],['purple_heartpurple_heart'],['purple_heartpurple_heart'],purple_heartpurple_heart
"Até o último homem , o som do coração, coração valente , um sonho impossível","Até o último homem , o som do coração, coração valente , um sonho impossível",até último homem som coração coração valente sonho impossível,"['até', 'último', 'homem', 'som', 'coração', 'coração', 'valente', 'sonho', 'impossível']","['último', 'homem', 'som', 'coração', 'coração', 'valente', 'sonho', 'impossível']","['últ', 'hom', 'som', 'coraçã', 'coraçã', 'valent', 'sonh', 'imposs']",últ hom som coraçã coraçã valent sonh imposs
Os deuses estão loucos,Os deuses estão loucos,deuses estão loucos,"['deuses', 'estão', 'loucos']","['deuses', 'loucos']","['deus', 'louc']",deus louc
Meu dinheiro tá preso! Não consigo entrar no app,Meu dinheiro tá preso! Não consigo entrar no app,meu dinheiro preso não consigo entrar app,"['meu', 'dinheiro', 'preso', 'não', 'consigo', 'entrar', 'app']","['dinheiro', 'preso', 'consigo', 'entrar', 'app']","['dinh', 'pres', 'consig', 'entr', 'app']",dinh pres consig entr app
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
Cartão ruim. O ruim p aumentar limite. Deus é mais,Cartão ruim. O ruim p aumentar limite. Deus é mais,cartão ruim ruim aumentar limite deus mais,"['cartão', 'ruim', 'ruim', 'aumentar', 'limite', 'deus', 'mais']","['cartão', 'ruim', 'ruim', 'aumentar', 'limite', 'deus']","['cart', 'ruim', 'ruim', 'aument', 'limit', 'deu']",cart ruim ruim aument limit deu
@nubank aplicativo do nubank não está funcionando quero ver minha conta não consigo nem com senha nem nada ?,@nubank aplicativo do nubank não está funcionando quero ver minha conta não consigo nem com senha nem nada ?,nubank aplicativo nubank não está funcionando quero ver minha conta não consigo nem com senha nem nada,"['nubank', 'aplicativo', 'nubank', 'não', 'está', 'funcionando', 'quero', 'ver', 'minha', 'conta', 'não', 'consigo', 'nem', 'com', 'senha', 'nem', 'nada']","['nubank', 'aplicativo', 'nubank', 'funcionando', 'quero', 'ver', 'conta', 'consigo', 'senha', 'nada']","['nubank', 'aplic', 'nubank', 'funcion', 'quer', 'ver', 'cont', 'consig', 'senh', 'nad']",nubank aplic nubank funcion quer ver cont consig senh nad
@nubank já atualizei app e tô no wi fi,@nubank já atualizei app e tô no wi fi,nubank atualizei app,"['nubank', 'atualizei', 'app']","['nubank', 'atualizei', 'app']","['nubank', 'atualiz', 'app']",nubank atualiz app
"Não tem opção de pedir segunda via do cartão, não consigo contato cm vcs, nubank decaiu bastante. Preciso de uma segunda via do cartão!!!","Não tem opção de pedir segunda via do cartão, não consigo contato cm vcs, nubank decaiu bastante. Preciso de uma segunda via do cartão!!!",não tem opção pedir segunda via cartão não consigo contato vcs nubank decaiu bastante preciso uma segunda via cartão,"['não', 'tem', 'opção', 'pedir', 'segunda', 'via', 'cartão', 'não', 'consigo', 'contato', 'vcs', 'nubank', 'decaiu', 'bastante', 'preciso', 'uma', 'segunda', 'via', 'cartão']","['opção', 'pedir', 'segunda', 'via', 'cartão', 'consigo', 'contato', 'vcs', 'nubank', 'decaiu', 'bastante', 'preciso', 'segunda', 'via', 'cartão']","['opç', 'ped', 'segund', 'via', 'cart', 'consig', 'contat', 'vc', 'nubank', 'deca', 'bast', 'precis', 'segund', 'via', 'cart']",opç ped segund via cart consig contat vc nubank deca bast precis segund via cart
Preciso pagar meus boletos e a nubank bloqueou meu saldo 😔,Preciso pagar meus boletos e a nubank bloqueou meu saldo :pensive_face:,preciso pagar meus boletos nubank bloqueou meu saldo pensive_face,"['preciso', 'pagar', 'meus', 'boletos', 'nubank', 'bloqueou', 'meu', 'saldo', 'pensive_face']","['preciso', 'pagar', 'boletos', 'nubank', 'bloqueou', 'saldo', 'pensive_face']","['precis', 'pag', 'bolet', 'nubank', 'bloqu', 'sald', 'pensive_fac']",precis pag bolet nubank bloqu sald pensive_fac
@nubank não aparece essa opção no app.,@nubank não aparece essa opção no app.,nubank não aparece essa opção app,"['nubank', 'não', 'aparece', 'essa', 'opção', 'app']","['nubank', 'aparece', 'opção', 'app']","['nubank', 'aparec', 'opç', 'app']",nubank aparec opç app
